,CustomerID,Recency,Frequency,Monetary,R,F,M,Seg
2171,15303,290,1,574.02,1,1,3,Normal
2172,15304,61,8,694.4000000000001,3,5,3,Loyal
2173,15306,64,3,1174.35,3,3,4,Loyal
2174,15307,96,1,205.30000000000004,2,1,1,Normal
2175,15308,274,1,310.46999999999997,1,1,2,Normal
2176,15311,1,91,60767.9,5,5,5,Champion
2177,15312,75,4,924.85,2,4,3,Normal
2178,15313,110,1,52.0,2,1,1,Normal
2179,15314,199,1,327.97,1,1,2,Normal
2180,15315,64,2,570.5,3,3,3,Loyal
2181,15316,327,1,165.0,1,1,1,Normal
2182,15318,4,1,312.62,5,1,2,New customer
2183,15319,284,1,204.5,1,1,1,Normal
2184,15320,44,1,267.13,3,1,2,Normal
2185,15321,71,3,2748.3100000000004,3,3,5,Loyal
2186,15322,86,1,679.68,2,1,3,Normal
2187,15325,104,1,162.29,2,1,1,Normal
2188,15326,334,1,311.71000000000004,1,1,2,Normal
2189,15327,53,1,208.75,3,1,1,Normal
2190,15329,39,3,1049.7,3,3,4,Loyal
2191,15330,32,2,714.96,4,3,3,Loyal
2192,15332,366,4,1661.0600000000004,1,4,4,At risk
2193,15333,208,1,1028.56,1,1,4,Lost high value
2194,15334,157,3,351.67,2,3,2,Normal
2195,15335,54,1,173.97,3,1,1,Normal
2196,15339,66,2,574.07,3,3,3,Loyal
2197,15341,81,1,2020.5200000000002,2,1,4,Lost high value
2198,15342,130,1,406.09,2,1,2,Normal
2199,15343,87,1,364.49999999999994,2,1,2,Normal
2200,15344,1,3,563.9399999999999,5,3,3,Loyal
2201,15345,46,1,393.53999999999996,3,1,2,Normal
2202,15346,333,1,252.42,1,1,2,Normal
2203,15347,366,1,201.59999999999997,1,1,1,Normal
2204,15348,72,1,158.04000000000002,3,1,1,Normal
2205,15349,158,2,473.80999999999995,2,3,2,Normal
2206,15350,373,1,115.65,1,1,1,Normal
2207,15351,12,7,1960.1100000000001,5,5,4,Champion
2208,15353,255,2,777.0200000000001,1,3,3,Normal
2209,15355,29,2,277.05,4,3,2,Loyal
2210,15356,31,10,2766.5,4,5,5,Champion
2211,15358,5,22,8347.2,5,5,5,Champion
2212,15360,40,1,427.93,3,1,2,Normal
2213,15361,362,1,418.9200000000001,1,1,2,Normal
2214,15363,373,1,326.0,1,1,2,Normal
2215,15364,96,2,913.19,2,3,3,Normal
2216,15365,26,7,2314.32,4,5,5,Champion
2217,15366,75,2,602.51,2,3,3,Normal
2218,15367,57,4,1877.5900000000004,3,4,4,Loyal
2219,15368,21,1,446.94000000000005,4,1,2,New customer
2220,15370,41,7,2386.0500000000006,3,5,5,Loyal
2221,15372,137,1,2007.3999999999999,2,1,4,Lost high value
2222,15373,8,12,2415.91,5,5,5,Champion
2223,15374,129,1,168.0,2,1,1,Normal
2224,15376,40,3,1233.3600000000004,3,3,4,Loyal
2225,15379,169,7,3703.29,2,5,5,At risk
2226,15380,9,5,1690.2600000000007,5,4,4,Champion
2227,15381,214,2,596.85,1,3,3,Normal
2228,15382,15,6,5955.71,4,5,5,Champion
2229,15384,170,2,642.41,2,3,3,Normal
2230,15385,40,1,316.88,3,1,2,Normal
2231,15386,186,1,394.14000000000004,1,1,2,Normal
2232,15388,270,1,140.54000000000002,1,1,1,Normal
2233,15389,172,1,500.0,2,1,3,Normal
2234,15392,5,4,1535.53,5,4,4,Champion
2235,15393,16,2,231.85999999999996,4,3,1,Loyal
2236,15394,10,4,2183.54,5,4,5,Champion
2237,15395,326,1,107.45000000000002,1,1,1,Normal
2238,15396,113,1,288.18,2,1,2,Normal
2239,15397,290,1,94.0,1,1,1,Normal
2240,15398,16,2,1345.5300000000002,4,3,4,Loyal
2241,15399,1,3,815.77,5,3,3,Loyal
2242,15400,92,5,716.2,2,4,3,Normal
2243,15402,149,2,626.7699999999999,2,3,3,Normal
2244,15405,189,1,349.1,1,1,2,Normal
2245,15406,31,2,510.71,4,3,3,Loyal
2246,15407,34,4,1056.44,3,4,4,Loyal
2247,15408,264,1,267.18,1,1,2,Normal
2248,15410,84,8,3450.84,2,5,5,At risk
2249,15411,26,4,1358.8800000000003,4,4,4,Champion
2250,15412,171,1,190.53,2,1,1,Normal
2251,15414,10,3,774.9000000000001,5,3,3,Loyal
2252,15415,313,1,572.81,1,1,3,Normal
2253,15416,65,4,3984.3199999999997,3,4,5,Loyal
2254,15417,85,1,508.8,2,1,3,Normal
2255,15419,25,1,135.86,4,1,1,New customer
2256,15421,59,4,950.3599999999998,3,4,4,Loyal
2257,15422,323,2,97.7,1,3,1,Normal
2258,15423,38,1,43.5,3,1,1,Normal
2259,15424,254,2,383.34000000000003,1,3,2,Normal
2260,15426,19,5,1447.3899999999999,4,4,4,Champion
2261,15427,33,3,1483.1399999999999,4,3,4,Loyal
2262,15428,15,1,93.78,4,1,1,New customer
2263,15429,27,2,397.35,4,3,2,Loyal
2264,15432,23,1,171.19000000000003,4,1,1,New customer
2265,15433,214,2,533.3,1,3,3,Normal
2266,15434,8,5,1041.48,5,4,4,Champion
2267,15435,22,1,149.29000000000002,4,1,1,New customer
2268,15436,12,3,1122.53,5,3,4,Loyal
2269,15437,262,1,200.16,1,1,1,Normal
2270,15438,131,1,156.57999999999998,2,1,1,Normal
2271,15440,55,3,383.67999999999995,3,3,2,Loyal
2272,15442,249,1,594.0,1,1,3,Normal
2273,15443,2,7,3236.9100000000003,5,5,5,Champion
2274,15444,9,2,1418.2600000000002,5,3,4,Loyal
2275,15445,264,1,113.5,1,1,1,Normal
2276,15447,331,1,155.17,1,1,1,Normal
2277,15448,313,1,494.6399999999999,1,1,3,Normal
2278,15449,26,3,974.52,4,3,4,Loyal
2279,15450,30,1,429.84000000000003,4,1,2,New customer
2280,15452,30,3,538.73,4,3,3,Loyal
2281,15453,2,7,1388.3700000000001,5,5,4,Champion
2282,15454,362,1,179.1,1,1,1,Normal
2283,15456,283,3,447.22,1,3,2,Normal
2284,15457,262,1,237.07,1,1,1,Normal
2285,15458,25,1,161.64000000000001,4,1,1,New customer
2286,15460,354,1,216.76,1,1,1,Normal
2287,15462,94,3,234.60000000000002,2,3,1,Normal
2288,15463,29,1,126.14,4,1,1,New customer
2289,15464,338,1,1048.8500000000001,1,1,4,Lost high value
2290,15465,20,18,7354.62,4,5,5,Champion
2291,15466,85,1,334.53000000000003,2,1,2,Normal
2292,15467,9,3,524.88,5,3,3,Loyal
2293,15468,51,2,467.51,3,3,2,Loyal
2294,15469,50,2,538.5500000000001,3,3,3,Loyal
2295,15471,2,1,469.47999999999996,5,1,2,New customer
2296,15472,113,1,371.55999999999995,2,1,2,Normal
2297,15473,14,7,1771.2,4,5,4,Champion
2298,15475,77,1,454.11,2,1,2,Normal
2299,15478,40,2,1441.4199999999998,3,3,4,Loyal
2300,15480,116,1,905.4999999999999,2,1,3,Normal
2301,15482,16,12,11054.960000000001,4,5,5,Champion
2302,15483,161,4,233.81,2,4,1,Normal
2303,15484,1,4,3594.31,5,4,5,Champion
2304,15485,30,3,2575.0000000000005,4,3,5,Loyal
2305,15488,93,1,91.32000000000001,2,1,1,Normal
2306,15489,23,3,1134.28,4,3,4,Loyal
2307,15491,95,6,3100.09,2,5,5,At risk
2308,15492,28,2,659.4599999999999,4,3,3,Loyal
2309,15493,33,5,2001.8000000000002,4,4,4,Champion
2310,15494,21,2,1299.2300000000002,4,3,4,Loyal
2311,15497,18,2,1262.2000000000003,4,3,4,Loyal
2312,15498,3,27,13316.4,5,5,5,Champion
2313,15500,8,4,1131.5600000000004,5,4,4,Champion
2314,15502,16,12,10384.93,4,5,5,Champion
2315,15503,363,1,147.08999999999997,1,1,1,Normal
2316,15504,81,1,52.83,2,1,1,Normal
2317,15505,53,5,3610.96,3,4,5,Loyal
2318,15506,23,3,979.2600000000001,4,3,4,Loyal
2319,15507,172,1,492.36,2,1,3,Normal
2320,15508,189,6,1000.27,1,5,4,At risk
2321,15510,331,1,250.0,1,1,1,Normal
2322,15511,12,5,909.2299999999999,5,4,3,Loyal
2323,15512,156,2,120.99999999999999,2,3,1,Normal
2324,15513,33,19,14758.220000000001,4,5,5,Champion
2325,15514,12,11,4139.459999999999,5,5,5,Champion
2326,15516,45,3,62.43,3,3,1,Loyal
2327,15517,233,1,267.03000000000003,1,1,2,Normal
2328,15518,64,8,1942.4500000000003,3,5,4,Loyal
2329,15520,2,1,343.5,5,1,2,New customer
2330,15521,40,8,3000.2,3,5,5,Loyal
2331,15522,33,2,398.84,4,3,2,Loyal
2332,15523,84,1,412.01,2,1,2,Normal
2333,15524,25,1,440.0,4,1,2,New customer
2334,15525,2,3,825.9200000000001,5,3,3,Loyal
2335,15526,33,2,148.44,4,3,1,Loyal
2336,15527,19,8,2429.78,4,5,5,Champion
2337,15528,254,1,229.32999999999998,1,1,1,Normal
2338,15529,23,11,3995.23,4,5,5,Champion
2339,15530,22,4,1502.3500000000001,4,4,4,Champion
2340,15531,8,2,2007.4400000000003,5,3,4,Loyal
2341,15532,25,4,1580.93,4,4,4,Champion
2342,15533,19,3,807.57,4,3,3,Loyal
2343,15535,173,4,536.4000000000001,2,4,3,Normal
2344,15537,163,1,110.91999999999999,2,1,1,Normal
2345,15539,7,1,538.46,5,1,3,New customer
2346,15540,11,1,213.3,5,1,1,New customer
2347,15541,114,1,85.13000000000002,2,1,1,Normal
2348,15543,288,1,127.86,1,1,1,Normal
2349,15544,9,9,3546.71,5,5,5,Champion
2350,15545,54,2,292.72,3,3,2,Loyal
2351,15547,7,14,4954.84,5,5,5,Champion
2352,15549,77,3,1693.26,2,3,4,At risk
2353,15550,4,4,575.63,5,4,3,Loyal
2354,15551,37,1,436.05999999999995,3,1,2,Normal
2355,15552,217,1,90.12,1,1,1,Normal
2356,15553,60,1,437.23,3,1,2,Normal
2357,15554,278,1,217.20000000000002,1,1,1,Normal
2358,15555,12,16,4805.17,5,5,5,Champion
2359,15556,24,1,279.77,4,1,2,New customer
2360,15557,29,1,473.65000000000003,4,1,2,New customer
2361,15561,12,4,800.5899999999999,5,4,3,Loyal
2362,15562,352,1,134.55,1,1,1,Normal
2363,15563,22,4,1400.44,4,4,4,Champion
2364,15565,50,2,173.16000000000003,3,3,1,Loyal
2365,15567,19,1,186.01,4,1,1,New customer
2366,15568,3,3,758.2899999999998,5,3,3,Loyal
2367,15569,104,5,1375.71,2,4,4,At risk
2368,15570,7,12,4165.52,5,5,5,Champion
2369,15571,12,4,650.4300000000001,5,4,3,Loyal
2370,15572,5,7,2552.8600000000006,5,5,5,Champion
2371,15573,32,2,607.45,4,3,3,Loyal
2372,15574,178,4,702.25,2,4,3,Normal
2373,15576,38,1,940.6700000000001,3,1,3,Normal
2374,15577,151,3,258.88,2,3,2,Normal
2375,15578,162,1,127.10000000000001,2,1,1,Normal
2376,15579,69,2,348.59999999999997,3,3,2,Loyal
2377,15581,121,13,3679.9700000000003,2,5,5,At risk
2378,15582,25,3,682.91,4,3,3,Loyal
2379,15584,24,4,725.11,4,4,3,Loyal
2380,15585,177,1,455.30000000000007,2,1,2,Normal
2381,15587,50,4,913.68,3,4,3,Loyal
2382,15589,256,3,478.53,1,3,2,Normal
2383,15592,47,1,388.58000000000004,3,1,2,Normal
2384,15593,71,1,199.8,3,1,1,Normal
2385,15594,16,5,1771.7800000000004,4,4,4,Champion
2386,15596,101,5,1406.5900000000001,2,4,4,At risk
2387,15597,35,1,324.57,3,1,2,Normal
2388,15598,53,1,240.67999999999995,3,1,1,Normal
2389,15599,27,2,761.7400000000001,4,3,3,Loyal
2390,15601,11,14,6776.5599999999995,5,5,5,Champion
2391,15602,8,9,1297.8700000000001,5,5,4,Champion
2392,15603,79,1,48.480000000000004,2,1,1,Normal
2393,15604,52,1,216.39,3,1,1,Normal
2394,15605,36,5,1198.23,3,4,4,Loyal
2395,15606,61,9,2920.16,3,5,5,Loyal
2396,15607,337,1,104.76,1,1,1,Normal
2397,15608,28,4,1093.6800000000003,4,4,4,Champion
2398,15609,184,1,298.48,1,1,2,Normal
2399,15610,52,1,112.46,3,1,1,Normal
2400,15611,10,13,1591.4500000000003,5,5,4,Champion
2401,15612,36,2,195.15,3,3,1,Loyal
2402,15615,10,23,10399.740000000002,5,5,5,Champion
2403,15618,33,4,776.8510000000001,4,4,3,Loyal
2404,15619,11,1,336.40000000000003,5,1,2,New customer
2405,15620,57,3,1553.18,3,3,4,Loyal
2406,15621,4,4,1293.0299999999997,5,4,4,Champion
2407,15622,43,9,3709.56,3,5,5,Loyal
2408,15623,141,1,301.03,2,1,2,Normal
2409,15624,117,4,588.13,2,4,3,Normal
2410,15625,104,4,1534.26,2,4,4,At risk
2411,15626,75,2,675.8,2,3,3,Normal
2412,15628,5,9,2870.24,5,5,5,Champion
2413,15630,45,2,1186.35,3,3,4,Loyal
2414,15632,16,8,3285.3100000000004,4,5,5,Champion
2415,15634,17,1,243.55,4,1,1,New customer
2416,15636,90,2,724.7600000000001,2,3,3,Normal
2417,15637,53,1,223.35999999999999,3,1,1,Normal
2418,15639,134,1,425.32,2,1,2,Normal
2419,15640,4,15,12515.66,5,5,5,Champion
2420,15641,105,4,1887.2,2,4,4,At risk
2421,15643,192,3,664.0,1,3,3,Normal
2422,15644,166,4,813.0,2,4,3,Normal
2423,15645,19,1,612.0099999999999,4,1,3,New customer
2424,15646,158,3,447.64,2,3,2,Normal
2425,15648,204,2,657.35,1,3,3,Normal
2426,15649,336,2,816.0,1,3,3,Normal
2427,15651,37,3,646.3,3,3,3,Loyal
2428,15652,91,1,337.74,2,1,2,Normal
2429,15653,93,2,877.44,2,3,3,Normal
2430,15654,9,2,922.5300000000001,5,3,3,Loyal
2431,15655,243,1,560.67,1,1,3,Normal
2432,15656,45,4,748.5000000000001,3,4,3,Loyal
2433,15657,23,1,30.0,4,1,1,New customer
2434,15658,190,5,1024.1,1,4,4,At risk
2435,15659,44,1,306.45,3,1,2,Normal
2436,15660,25,9,1600.86,4,5,4,Champion
2437,15661,317,2,309.8,1,3,2,Normal
2438,15663,106,1,138.14,2,1,1,Normal
2439,15664,51,1,386.42999999999995,3,1,2,Normal
2440,15665,168,2,2242.01,2,3,5,At risk
2441,15667,40,1,301.32000000000005,3,1,2,Normal
2442,15668,218,1,76.32000000000001,1,1,1,Normal
2443,15669,40,4,684.34,3,4,3,Loyal
2444,15670,297,1,173.05,1,1,1,Normal
2445,15671,19,7,2657.13,4,5,5,Champion
2446,15673,88,4,2881.0199999999995,2,4,5,At risk
2447,15674,73,5,2446.6,2,4,5,At risk
2448,15675,81,3,323.69,2,3,2,Normal
2449,15676,19,3,3435.76,4,3,5,Loyal
2450,15677,49,1,657.23,3,1,3,Normal
2451,15678,53,1,352.70000000000005,3,1,2,Normal
2452,15679,24,4,781.2800000000001,4,4,3,Loyal
2453,15680,9,3,1333.68,5,3,4,Loyal
2454,15681,25,5,1426.16,4,4,4,Champion
2455,15683,117,1,193.74999999999997,2,1,1,Normal
2456,15687,9,9,2993.1,5,5,5,Champion
2457,15689,120,2,254.1,2,3,2,Normal
2458,15690,4,2,239.76,5,3,1,Loyal
2459,15691,252,1,136.8,1,1,1,Normal
2460,15692,28,1,191.04,4,1,1,New customer
2461,15694,1,14,6479.399999999999,5,5,5,Champion
2462,15695,267,2,409.98,1,3,2,Normal
2463,15696,33,8,2736.46,4,5,5,Champion
2464,15699,18,1,309.65,4,1,2,New customer
2465,15700,172,2,696.6800000000001,2,3,3,Normal
2466,15701,2,4,1542.1400000000003,5,4,4,Champion
2467,15703,265,1,211.5,1,1,1,Normal
2468,15704,140,4,2293.6200000000003,2,4,5,At risk
2469,15705,201,1,143.10000000000002,1,1,1,Normal
2470,15706,64,4,1060.56,3,4,4,Loyal
2471,15707,35,4,945.5800000000002,3,4,4,Loyal
2472,15708,41,7,3364.2400000000002,3,5,5,Loyal
2473,15709,284,1,133.25,1,1,1,Normal
2474,15712,9,5,1072.3600000000001,5,4,4,Champion
2475,15713,143,2,356.7,2,3,2,Normal
2476,15714,12,2,330.87999999999994,5,3,2,Loyal
2477,15716,146,4,1118.8100000000004,2,4,4,At risk
2478,15717,234,1,150.3,1,1,1,Normal
2479,15719,33,13,5045.61,4,5,5,Champion
2480,15720,24,1,598.73,4,1,3,New customer
2481,15721,12,1,507.08,5,1,3,New customer
2482,15722,36,5,2222.5600000000004,3,4,5,Loyal
2483,15723,365,1,203.1,1,1,1,Normal
2484,15724,201,2,218.25,1,3,1,Normal
2485,15725,15,1,415.25,4,1,2,New customer
2486,15727,17,7,5178.960000000001,4,5,5,Champion
2487,15729,213,1,85.0,1,1,1,Normal
2488,15730,66,3,1120.88,3,3,4,Loyal
2489,15732,212,2,294.12,1,3,2,Normal
2490,15733,283,1,162.3,1,1,1,Normal
2491,15734,115,2,1339.45,2,3,4,At risk
2492,15737,15,8,1205.12,4,5,4,Champion
2493,15738,19,16,4812.42,4,5,5,Champion
2494,15739,66,1,449.12,3,1,2,Normal
2495,15740,49,1,154.88000000000002,3,1,1,Normal
2496,15743,16,4,784.46,4,4,3,Loyal
2497,15744,78,1,34.8,2,1,1,Normal
2498,15745,19,4,1094.5900000000001,4,4,4,Champion
2499,15746,134,1,196.88,2,1,1,Normal
2500,15747,13,3,974.0399999999998,5,3,4,Loyal
2501,15748,40,1,149.31,3,1,1,Normal
2502,15749,235,3,44534.3,1,3,5,At risk
2503,15750,3,8,2465.4799999999996,5,5,5,Champion
2504,15752,40,7,2637.38,3,5,5,Loyal
2505,15753,305,1,79.2,1,1,1,Normal
2506,15754,51,3,458.57000000000005,3,3,2,Loyal
2507,15755,10,6,2364.25,5,5,5,Champion
2508,15756,61,4,532.96,3,4,3,Loyal
2509,15757,66,2,714.4200000000001,3,3,3,Loyal
2510,15758,25,1,205.25,4,2,1,New customer
2511,15759,218,3,253.04000000000002,1,3,2,Normal
2512,15762,65,2,583.7500000000001,3,3,3,Loyal
2513,15763,32,2,1086.9200000000003,4,3,4,Loyal
2514,15764,88,6,3279.9700000000003,2,5,5,At risk
2515,15766,64,1,315.05999999999995,3,2,2,Normal
2516,15768,116,3,621.8299999999999,2,4,3,Normal
2517,15769,7,26,56252.72,5,5,5,Champion
2518,15773,6,1,635.6800000000001,5,2,3,New customer
2519,15774,69,1,270.8,3,2,2,Normal
2520,15775,245,1,104.9,1,2,1,Normal
2521,15776,133,1,241.62,2,2,1,Normal
2522,15777,241,4,1047.11,1,4,4,At risk
2523,15780,184,3,475.28,1,4,2,Normal
2524,15781,25,3,345.46,4,4,2,Loyal
2525,15782,10,3,2614.74,5,4,5,Champion
2526,15783,11,1,246.3,5,2,1,New customer
2527,15785,33,5,2328.9699999999993,4,4,5,Champion
2528,15786,46,3,4932.2,3,4,5,Loyal
2529,15787,26,3,948.05,4,4,4,Champion
2530,15789,358,1,351.3,1,2,2,Normal
2531,15790,10,1,220.85,5,2,1,New customer
2532,15791,44,2,1612.69,3,3,4,Loyal
2533,15793,15,3,965.6100000000001,4,4,4,Champion
2534,15795,150,1,610.0100000000001,2,2,3,Normal
2535,15796,1,8,2711.56,5,5,5,Champion
2536,15797,113,4,2207.4,2,4,5,At risk
2537,15799,76,3,884.14,2,4,3,Normal
2538,15800,107,2,699.08,2,3,3,Normal
2539,15801,46,3,1063.9499999999998,3,4,4,Loyal
2540,15802,143,1,451.42,2,2,2,Normal
2541,15803,51,1,415.82,3,2,2,Normal
2542,15804,1,13,4206.389999999999,5,5,5,Champion
2543,15805,23,17,5528.4800000000005,4,5,5,Champion
2544,15806,46,3,784.5799999999999,3,4,3,Loyal
2545,15807,50,3,903.9000000000001,3,4,3,Loyal
2546,15808,306,4,3734.9700000000003,1,4,5,At risk
2547,15809,36,5,515.77,3,4,3,Loyal
2548,15810,79,4,1391.98,2,4,4,At risk
2549,15811,22,6,2218.62,4,5,5,Champion
2550,15812,107,5,1801.14,2,4,4,At risk
2551,15813,208,2,1303.9099999999999,1,3,4,At risk
2552,15814,17,4,1945.33,4,4,4,Champion
2553,15815,64,5,2100.6,3,4,5,Loyal
2554,15819,49,4,1905.4500000000003,3,4,4,Loyal
2555,15820,320,1,206.98,1,2,1,Normal
2556,15821,44,2,570.96,3,3,3,Loyal
2557,15822,3,2,885.47,5,3,3,Loyal
2558,15823,372,1,15.0,1,2,1,Normal
2559,15825,172,1,532.94,2,2,3,Normal
2560,15826,56,3,1654.31,3,4,4,Loyal
2561,15827,73,14,1836.09,2,5,4,At risk
2562,15829,99,2,636.1400000000001,2,3,3,Normal
2563,15830,38,1,576.0,3,2,3,Normal
2564,15831,58,3,801.76,3,4,3,Loyal
2565,15832,254,1,836.7899999999998,1,2,3,Normal
2566,15834,70,4,2233.75,3,4,5,Loyal
2567,15835,44,4,954.09,3,4,4,Loyal
2568,15836,50,1,137.37,3,2,1,Normal
2569,15837,65,1,391.97999999999996,3,2,2,Normal
2570,15838,11,19,33643.079999999994,5,5,5,Champion
2571,15839,33,3,1048.49,4,4,4,Champion
2572,15840,59,2,355.56,3,3,2,Loyal
2573,15841,73,4,1224.0600000000002,2,4,4,At risk
2574,15843,304,1,118.95000000000002,1,2,1,Normal
2575,15844,46,1,130.73999999999998,3,2,1,Normal
2576,15845,18,8,3711.7700000000004,4,5,5,Champion
2577,15847,38,2,389.2699999999999,3,3,2,Loyal
2578,15850,19,2,238.84999999999997,4,3,1,Loyal
2579,15852,187,2,160.70999999999998,1,3,1,Normal
2580,15853,52,1,110.8,3,2,1,Normal
2581,15854,4,12,2974.65,5,5,5,Champion
2582,15855,137,5,712.24,2,4,3,Normal
2583,15856,4,27,16387.57,5,5,5,Champion
2584,15857,19,1,297.0,4,2,2,New customer
2585,15858,16,5,1438.85,4,4,4,Champion
2586,15860,41,8,977.21,3,5,4,Loyal
2587,15861,12,8,3165.359999999999,5,5,5,Champion
2588,15862,8,4,832.8800000000001,5,4,3,Loyal
2589,15863,26,2,68.84,4,3,1,Loyal
2590,15864,22,6,1936.3200000000004,4,5,4,Champion
2591,15865,41,3,895.13,3,4,3,Loyal
2592,15866,101,1,230.52999999999997,2,2,1,Normal
2593,15867,5,15,3812.6400000000003,5,5,5,Champion
2594,15869,277,2,149.63999999999996,1,3,1,Normal
2595,15870,33,1,354.09000000000003,4,2,2,New customer
2596,15872,15,2,360.93,4,3,2,Loyal
2597,15874,64,7,4405.88,3,5,5,Loyal
2598,15877,2,2,493.28,5,3,3,Loyal
2599,15880,369,1,343.28000000000003,1,2,2,Normal
2600,15881,312,5,501.39,1,4,3,Normal
2601,15882,199,4,516.36,1,4,3,Normal
2602,15883,2,2,396.48,5,3,2,Loyal
2603,15885,93,3,379.35,2,4,2,Normal
2604,15886,60,1,181.09,3,2,1,Normal
2605,15888,81,1,168.31,2,2,1,Normal
2606,15889,157,2,446.86999999999995,2,3,2,Normal
2607,15891,227,1,524.5199999999999,1,2,3,Normal
2608,15894,253,2,263.55,1,3,2,Normal
2609,15895,150,1,179.17,2,2,1,Normal
2610,15897,194,2,222.05,1,3,1,Normal
2611,15898,1,5,1388.88,5,4,4,Champion
2612,15899,369,1,56.25,1,2,1,Normal
2613,15900,24,1,351.10999999999996,4,2,2,New customer
2614,15901,17,3,363.87999999999994,4,4,2,Loyal
2615,15903,10,7,5126.76,5,5,5,Champion
2616,15904,8,1,164.67999999999998,5,2,1,New customer
2617,15906,20,7,1567.69,4,5,4,Champion
2618,15907,4,3,967.45,5,4,4,Champion
2619,15909,174,1,191.93999999999997,2,2,1,Normal
2620,15910,1,8,1232.18,5,5,4,Champion
2621,15912,178,2,264.62,2,3,2,Normal
2622,15916,16,8,1528.0900000000001,4,5,4,Champion
2623,15917,248,1,123.1,1,2,1,Normal
2624,15918,191,2,334.22999999999996,1,3,2,Normal
2625,15919,20,2,639.89,4,3,3,Loyal
2626,15920,154,4,167.49999999999997,2,4,1,Normal
2627,15921,173,1,336.03,2,2,2,Normal
2628,15922,373,1,369.50000000000006,1,2,2,Normal
2629,15923,373,1,127.08000000000001,1,2,1,Normal
2630,15925,194,1,207.14999999999998,1,2,1,Normal
2631,15930,67,1,426.6300000000001,3,2,2,Normal
2632,15932,4,8,2495.8700000000003,5,5,5,Champion
2633,15933,21,3,1107.4600000000003,4,4,4,Champion
2634,15935,239,2,416.86,1,3,2,Normal
2635,15937,64,1,145.35,3,2,1,Normal
2636,15938,112,5,404.58,2,4,2,Normal
2637,15939,90,15,6115.01,2,5,5,At risk
2638,15940,311,1,35.8,1,2,1,Normal
2639,15942,134,1,337.43999999999994,2,2,2,Normal
2640,15944,277,1,325.1,1,2,2,Normal
2641,15945,365,1,181.0,1,2,1,Normal
2642,15947,83,1,1708.2400000000002,2,2,4,At risk
2643,15948,8,2,955.2400000000001,5,3,4,Loyal
2644,15949,17,2,364.71999999999997,4,3,2,Loyal
2645,15950,32,4,1765.51,4,4,4,Champion
2646,15951,9,2,708.2199999999999,5,3,3,Loyal
2647,15952,34,4,806.57,3,4,3,Loyal
2648,15953,15,8,1659.3799999999999,4,5,4,Champion
2649,15955,24,14,4416.26,4,5,5,Champion
2650,15957,32,1,428.89,4,2,2,New customer
2651,15958,74,1,104.35,2,2,1,Normal
2652,15963,20,2,470.76000000000005,4,3,2,Loyal
2653,15965,17,4,845.6400000000001,4,4,3,Loyal
2654,15967,23,2,418.83,4,3,2,Loyal
2655,15969,3,3,666.1,5,4,3,Loyal
2656,15970,304,1,314.1,1,2,2,Normal
2657,15971,18,12,4199.849999999999,4,5,5,Champion
2658,15973,367,1,307.82,1,2,2,Normal
2659,15974,39,7,3442.15,3,5,5,Loyal
2660,15975,84,1,371.01,2,2,2,Normal
2661,15976,165,2,430.94000000000005,2,3,2,Normal
2662,15977,17,2,1054.7300000000002,4,3,4,Loyal
2663,15978,77,1,1098.78,2,2,4,At risk
2664,15980,89,3,2398.8600000000006,2,4,5,At risk
2665,15981,25,8,3408.4800000000005,4,5,5,Champion
2666,15983,22,4,1475.02,4,4,4,Champion
2667,15984,3,10,2837.67,5,5,5,Champion
2668,15985,123,2,1142.4200000000003,2,3,4,At risk
2669,15986,30,1,168.12000000000003,4,2,1,New customer
2670,15987,12,7,1451.2800000000002,5,5,4,Champion
2671,15988,19,1,158.02999999999997,4,2,1,New customer
2672,15990,44,2,792.1099999999999,3,3,3,Loyal
2673,15992,4,1,41.989999999999995,5,2,1,New customer
2674,15993,9,7,2797.5699999999997,5,5,5,Champion
2675,15994,55,1,427.07,3,2,2,Normal
2676,15996,88,6,1060.68,2,5,4,At risk
2677,15998,37,5,3089.97,3,4,5,Loyal
2678,16000,3,3,12393.7,5,4,5,Champion
2679,16003,30,5,2735.37,4,4,5,Champion
2680,16005,12,4,615.3900000000001,5,4,3,Loyal
2681,16006,211,1,101.4,1,2,1,Normal
2682,16007,48,4,1701.94,3,4,4,Loyal
2683,16008,24,3,478.78000000000003,4,4,2,Loyal
2684,16009,22,4,992.7099999999999,4,4,4,Champion
2685,16010,246,3,407.49999999999994,1,4,2,Normal
2686,16011,8,16,3362.71,5,5,5,Champion
2687,16012,35,3,1415.2900000000002,3,4,4,Loyal
2688,16013,4,47,37130.600000000006,5,5,5,Champion
2689,16014,38,3,662.38,3,4,3,Loyal
2690,16015,4,3,705.39,5,4,3,Loyal
2691,16016,3,8,1508.7600000000002,5,5,4,Champion
2692,16017,47,1,211.87999999999997,3,2,1,Normal
2693,16018,39,2,408.9,3,3,2,Loyal
2694,16019,47,9,3786.24,3,5,5,Loyal
2695,16020,17,3,851.01,4,4,3,Loyal
2696,16022,260,1,628.2800000000002,1,2,3,Normal
2697,16023,46,3,719.8100000000001,3,4,3,Loyal
2698,16024,12,1,251.24,5,2,2,New customer
2699,16025,30,1,439.65999999999997,4,2,2,New customer
2700,16026,43,1,236.09,3,2,1,Normal
2701,16027,92,6,934.6200000000001,2,5,3,Normal
2702,16029,39,63,81024.84,3,5,5,Loyal
